Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
to meet,wilson-das-neves,2,878,Man,1930-1939,RJ,Wilson Das Neves
color,wilson-das-neves,1,821,Man,1930-1939,RJ,Wilson Das Neves
heart,wilson-das-neves,8,6266,Man,1930-1939,RJ,Wilson Das Neves
body,wilson-das-neves,3,1523,Man,1930-1939,RJ,Wilson Das Neves
sky,wilson-das-neves,1,2061,Man,1930-1939,RJ,Wilson Das Neves
to dance,wilson-das-neves,3,1429,Man,1930-1939,RJ,Wilson Das Neves
inside,wilson-das-neves,2,1212,Man,1930-1939,RJ,Wilson Das Neves
later,wilson-das-neves,4,1839,Man,1930-1939,RJ,Wilson Das Neves
since,wilson-das-neves,4,562,Man,1930-1939,RJ,Wilson Das Neves
Wish,wilson-das-neves,1,1051,Man,1930-1939,RJ,Wilson Das Neves
undo,wilson-das-neves,2,554,Man,1930-1939,RJ,Wilson Das Neves
earmark,wilson-das-neves,2,562,Man,1930-1939,RJ,Wilson Das Neves
God,wilson-das-neves,2,3257,Man,1930-1939,RJ,Wilson Das Neves
duty,wilson-das-neves,2,955,Man,1930-1939,RJ,Wilson Das Neves
day,wilson-das-neves,6,4842,Man,1930-1939,RJ,Wilson Das Neves
cash,wilson-das-neves,1,680,Man,1930-1939,RJ,Wilson Das Neves
to say,wilson-das-neves,8,8012,Man,1930-1939,RJ,Wilson Das Neves
hurt,wilson-das-neves,2,639,Man,1930-1939,RJ,Wilson Das Neves
ache,wilson-das-neves,1,2290,Man,1930-1939,RJ,Wilson Das Neves
to sleep,wilson-das-neves,2,868,Man,1930-1939,RJ,Wilson Das Neves
although,wilson-das-neves,3,1492,Man,1930-1939,RJ,Wilson Das Neves
emotion,wilson-das-neves,1,671,Man,1930-1939,RJ,Wilson Das Neves
delight,wilson-das-neves,1,514,Man,1930-1939,RJ,Wilson Das Neves
understand,wilson-das-neves,1,970,Man,1930-1939,RJ,Wilson Das Neves
get in,wilson-das-neves,4,1652,Man,1930-1939,RJ,Wilson Das Neves
err,wilson-das-neves,1,872,Man,1930-1939,RJ,Wilson Das Neves
forget,wilson-das-neves,2,2291,Man,1930-1939,RJ,Wilson Das Neves
exist,wilson-das-neves,1,1025,Man,1930-1939,RJ,Wilson Das Neves
speak,wilson-das-neves,6,2676,Man,1930-1939,RJ,Wilson Das Neves
fail,wilson-das-neves,1,940,Man,1930-1939,RJ,Wilson Das Neves
miss,wilson-das-neves,5,925,Man,1930-1939,RJ,Wilson Das Neves
favor,wilson-das-neves,2,665,Man,1930-1939,RJ,Wilson Das Neves
happiness,wilson-das-neves,1,1110,Man,1930-1939,RJ,Wilson Das Neves
happy,wilson-das-neves,3,2585,Man,1930-1939,RJ,Wilson Das Neves
party,wilson-das-neves,1,808,Man,1930-1939,RJ,Wilson Das Neves
end,wilson-das-neves,2,1834,Man,1930-1939,RJ,Wilson Das Neves
flower,wilson-das-neves,1,1265,Man,1930-1939,RJ,Wilson Das Neves
fire,wilson-das-neves,6,724,Man,1930-1939,RJ,Wilson Das Neves
strong,wilson-das-neves,1,723,Man,1930-1939,RJ,Wilson Das Neves
to force,wilson-das-neves,1,658,Man,1930-1939,RJ,Wilson Das Neves
to run away,wilson-das-neves,2,584,Man,1930-1939,RJ,Wilson Das Neves
faith,wilson-das-neves,1,861,Man,1930-1939,RJ,Wilson Das Neves
to win,wilson-das-neves,3,720,Man,1930-1939,RJ,Wilson Das Neves
people,wilson-das-neves,2,5724,Man,1930-1939,RJ,Wilson Das Neves
like,wilson-das-neves,3,2259,Man,1930-1939,RJ,Wilson Das Neves
big,wilson-das-neves,3,1626,Man,1930-1939,RJ,Wilson Das Neves
save,wilson-das-neves,1,807,Man,1930-1939,RJ,Wilson Das Neves
story,wilson-das-neves,1,728,Man,1930-1939,RJ,Wilson Das Neves
today,wilson-das-neves,1,2878,Man,1930-1939,RJ,Wilson Das Neves
men,wilson-das-neves,1,1384,Man,1930-1939,RJ,Wilson Das Neves
hour,wilson-das-neves,3,2096,Man,1930-1939,RJ,Wilson Das Neves
equal,wilson-das-neves,1,658,Man,1930-1939,RJ,Wilson Das Neves
illusion,wilson-das-neves,2,847,Man,1930-1939,RJ,Wilson Das Neves
never,wilson-das-neves,1,638,Man,1930-1939,RJ,Wilson Das Neves
way,wilson-das-neves,2,1733,Man,1930-1939,RJ,Wilson Das Neves
to play,wilson-das-neves,1,1562,Man,1930-1939,RJ,Wilson Das Neves
get together,wilson-das-neves,2,544,Man,1930-1939,RJ,Wilson Das Neves
together,wilson-das-neves,4,755,Man,1930-1939,RJ,Wilson Das Neves
to swear,wilson-das-neves,1,789,Man,1930-1939,RJ,Wilson Das Neves
side,wilson-das-neves,3,1321,Man,1930-1939,RJ,Wilson Das Neves
ilk,wilson-das-neves,5,590,Man,1930-1939,RJ,Wilson Das Neves
to remember,wilson-das-neves,2,1250,Man,1930-1939,RJ,Wilson Das Neves
take along,wilson-das-neves,3,2918,Man,1930-1939,RJ,Wilson Das Neves
turn on,wilson-das-neves,3,835,Man,1930-1939,RJ,Wilson Das Neves
far,wilson-das-neves,1,852,Man,1930-1939,RJ,Wilson Das Neves
Crazy,wilson-das-neves,5,1032,Man,1930-1939,RJ,Wilson Das Neves
moon,wilson-das-neves,1,1323,Man,1930-1939,RJ,Wilson Das Neves
place,wilson-das-neves,5,1602,Man,1930-1939,RJ,Wilson Das Neves
sparkle,wilson-das-neves,3,1704,Man,1930-1939,RJ,Wilson Das Neves
bad,wilson-das-neves,1,1934,Man,1930-1939,RJ,Wilson Das Neves
to send,wilson-das-neves,2,1580,Man,1930-1939,RJ,Wilson Das Neves
sea,wilson-das-neves,1,2991,Man,1930-1939,RJ,Wilson Das Neves
to kill,wilson-das-neves,3,1245,Man,1930-1939,RJ,Wilson Das Neves
fear,wilson-das-neves,1,979,Man,1930-1939,RJ,Wilson Das Neves
best,wilson-das-neves,2,1360,Man,1930-1939,RJ,Wilson Das Neves
same,wilson-das-neves,3,2388,Man,1930-1939,RJ,Wilson Das Neves
to mix,wilson-das-neves,2,533,Man,1930-1939,RJ,Wilson Das Neves
thousand,wilson-das-neves,2,621,Man,1930-1939,RJ,Wilson Das Neves
time,wilson-das-neves,1,820,Man,1930-1939,RJ,Wilson Das Neves
to live,wilson-das-neves,2,1152,Man,1930-1939,RJ,Wilson Das Neves
to die,wilson-das-neves,10,2666,Man,1930-1939,RJ,Wilson Das Neves
Show,wilson-das-neves,1,717,Man,1930-1939,RJ,Wilson Das Neves
boy,wilson-das-neves,2,716,Man,1930-1939,RJ,Wilson Das Neves
change,wilson-das-neves,5,1098,Man,1930-1939,RJ,Wilson Das Neves
woman,wilson-das-neves,5,2994,Man,1930-1939,RJ,Wilson Das Neves
world,wilson-das-neves,4,3522,Man,1930-1939,RJ,Wilson Das Neves
mother,wilson-das-neves,1,789,Man,1930-1939,RJ,Wilson Das Neves
hand,wilson-das-neves,7,2300,Man,1930-1939,RJ,Wilson Das Neves
born,wilson-das-neves,1,1401,Man,1930-1939,RJ,Wilson Das Neves
deny,wilson-das-neves,1,1206,Man,1930-1939,RJ,Wilson Das Neves
black,wilson-das-neves,1,671,Man,1930-1939,RJ,Wilson Das Neves
nobody,wilson-das-neves,7,3085,Man,1930-1939,RJ,Wilson Das Neves
night,wilson-das-neves,2,2864,Man,1930-1939,RJ,Wilson Das Neves
Name,wilson-das-neves,1,928,Man,1930-1939,RJ,Wilson Das Neves
new,wilson-das-neves,1,1685,Man,1930-1939,RJ,Wilson Das Neves
Never,wilson-das-neves,4,2565,Man,1930-1939,RJ,Wilson Das Neves
to look,wilson-das-neves,3,4919,Man,1930-1939,RJ,Wilson Das Neves
eye,wilson-das-neves,1,1668,Man,1930-1939,RJ,Wilson Das Neves
other,wilson-das-neves,2,2805,Man,1930-1939,RJ,Wilson Das Neves
listen,wilson-das-neves,2,1639,Man,1930-1939,RJ,Wilson Das Neves
passion,wilson-das-neves,7,1591,Man,1930-1939,RJ,Wilson Das Neves
word,wilson-das-neves,1,583,Man,1930-1939,RJ,Wilson Das Neves
seem,wilson-das-neves,1,793,Man,1930-1939,RJ,Wilson Das Neves
leave,wilson-das-neves,3,1209,Man,1930-1939,RJ,Wilson Das Neves
to spend,wilson-das-neves,4,4368,Man,1930-1939,RJ,Wilson Das Neves
peace,wilson-das-neves,2,1855,Man,1930-1939,RJ,Wilson Das Neves
ask,wilson-das-neves,2,2118,Man,1930-1939,RJ,Wilson Das Neves
take,wilson-das-neves,1,1843,Man,1930-1939,RJ,Wilson Das Neves
suborn,wilson-das-neves,2,1462,Man,1930-1939,RJ,Wilson Das Neves
think,wilson-das-neves,5,2418,Man,1930-1939,RJ,Wilson Das Neves
lose,wilson-das-neves,8,2443,Man,1930-1939,RJ,Wilson Das Neves
to ask,wilson-das-neves,1,563,Man,1930-1939,RJ,Wilson Das Neves
power,wilson-das-neves,4,7634,Man,1930-1939,RJ,Wilson Das Neves
bear,wilson-das-neves,1,690,Man,1930-1939,RJ,Wilson Das Neves
little,wilson-das-neves,1,1124,Man,1930-1939,RJ,Wilson Das Neves
people,wilson-das-neves,2,1256,Man,1930-1939,RJ,Wilson Das Neves
pleasure,wilson-das-neves,2,1042,Man,1930-1939,RJ,Wilson Das Neves
need,wilson-das-neves,1,2443,Man,1930-1939,RJ,Wilson Das Neves
first,wilson-das-neves,4,882,Man,1930-1939,RJ,Wilson Das Neves
Search for,wilson-das-neves,7,2198,Man,1930-1939,RJ,Wilson Das Neves
foot,wilson-das-neves,4,1424,Man,1930-1939,RJ,Wilson Das Neves
almost,wilson-das-neves,1,764,Man,1930-1939,RJ,Wilson Das Neves
break,wilson-das-neves,4,614,Man,1930-1939,RJ,Wilson Das Neves
reason,wilson-das-neves,3,1038,Man,1930-1939,RJ,Wilson Das Neves
to laugh,wilson-das-neves,5,839,Man,1930-1939,RJ,Wilson Das Neves
rotate,wilson-das-neves,2,884,Man,1930-1939,RJ,Wilson Das Neves
collapse,wilson-das-neves,1,868,Man,1930-1939,RJ,Wilson Das Neves
samba,wilson-das-neves,6,1269,Man,1930-1939,RJ,Wilson Das Neves
to samba,wilson-das-neves,41,6306,Man,1930-1939,RJ,Wilson Das Neves
miss,wilson-das-neves,1,2670,Man,1930-1939,RJ,Wilson Das Neves
follow,wilson-das-neves,1,771,Man,1930-1939,RJ,Wilson Das Neves
ever,wilson-das-neves,6,3360,Man,1930-1939,RJ,Wilson Das Neves
Mr,wilson-das-neves,1,1178,Man,1930-1939,RJ,Wilson Das Neves
to feel,wilson-das-neves,3,3125,Man,1930-1939,RJ,Wilson Das Neves
remain,wilson-das-neves,2,608,Man,1930-1939,RJ,Wilson Das Neves
Sun,wilson-das-neves,1,2154,Man,1930-1939,RJ,Wilson Das Neves
sound,wilson-das-neves,1,643,Man,1930-1939,RJ,Wilson Das Neves
smile,wilson-das-neves,1,896,Man,1930-1939,RJ,Wilson Das Neves
to sweat,wilson-das-neves,9,3445,Man,1930-1939,RJ,Wilson Das Neves
time,wilson-das-neves,39,3470,Man,1930-1939,RJ,Wilson Das Neves
to try,wilson-das-neves,1,1107,Man,1930-1939,RJ,Wilson Das Neves
Earth,wilson-das-neves,1,1295,Man,1930-1939,RJ,Wilson Das Neves
touch,wilson-das-neves,4,1207,Man,1930-1939,RJ,Wilson Das Neves
to work,wilson-das-neves,2,743,Man,1930-1939,RJ,Wilson Das Neves
sad,wilson-das-neves,2,1063,Man,1930-1939,RJ,Wilson Das Neves
sadness,wilson-das-neves,3,1071,Man,1930-1939,RJ,Wilson Das Neves
blow,wilson-das-neves,1,911,Man,1930-1939,RJ,Wilson Das Neves
to see,wilson-das-neves,9,9632,Man,1930-1939,RJ,Wilson Das Neves
truth,wilson-das-neves,1,1075,Man,1930-1939,RJ,Wilson Das Neves
life,wilson-das-neves,6,6401,Man,1930-1939,RJ,Wilson Das Neves
turn,wilson-das-neves,1,1109,Man,1930-1939,RJ,Wilson Das Neves
to live,wilson-das-neves,4,4828,Man,1930-1939,RJ,Wilson Das Neves
come back,wilson-das-neves,3,3429,Man,1930-1939,RJ,Wilson Das Neves
will,wilson-das-neves,1,833,Man,1930-1939,RJ,Wilson Das Neves
Water,wilson-das-neves,1,1388,Man,1930-1939,RJ,Wilson Das Neves
to finish,aniceto-do-imperio,3,1832,Man,1910-1919,RJ,Aniceto Do Império
to believe,aniceto-do-imperio,1,756,Man,1910-1919,RJ,Aniceto Do Império
now,aniceto-do-imperio,3,2881,Man,1910-1919,RJ,Aniceto Do Império
happiness,aniceto-do-imperio,2,1494,Man,1910-1919,RJ,Aniceto Do Império
in addition,aniceto-do-imperio,2,940,Man,1910-1919,RJ,Aniceto Do Império
love,aniceto-do-imperio,2,31458,Man,1910-1919,RJ,Aniceto Do Império
year,aniceto-do-imperio,1,667,Man,1910-1919,RJ,Aniceto Do Império
learn,aniceto-do-imperio,2,704,Man,1910-1919,RJ,Aniceto Do Império
to swing,aniceto-do-imperio,1,668,Man,1910-1919,RJ,Aniceto Do Império
to knock,aniceto-do-imperio,4,1694,Man,1910-1919,RJ,Aniceto Do Império
drink,aniceto-do-imperio,5,983,Man,1910-1919,RJ,Aniceto Do Império
beauty,aniceto-do-imperio,2,765,Man,1910-1919,RJ,Aniceto Do Império
beautiful,aniceto-do-imperio,1,561,Man,1910-1919,RJ,Aniceto Do Império
trundle,aniceto-do-imperio,1,545,Man,1910-1919,RJ,Aniceto Do Império
Good,aniceto-do-imperio,10,3691,Man,1910-1919,RJ,Aniceto Do Império
beautiful,aniceto-do-imperio,1,1166,Man,1910-1919,RJ,Aniceto Do Império
shine,aniceto-do-imperio,1,921,Man,1910-1919,RJ,Aniceto Do Império
search,aniceto-do-imperio,5,674,Man,1910-1919,RJ,Aniceto Do Império
head,aniceto-do-imperio,8,760,Man,1910-1919,RJ,Aniceto Do Império
sing,aniceto-do-imperio,8,8891,Man,1910-1919,RJ,Aniceto Do Império
expensive,aniceto-do-imperio,2,2089,Man,1910-1919,RJ,Aniceto Do Império
to marry,aniceto-do-imperio,6,2147,Man,1910-1919,RJ,Aniceto Do Império
certain,aniceto-do-imperio,1,522,Man,1910-1919,RJ,Aniceto Do Império
Call,aniceto-do-imperio,45,1650,Man,1910-1919,RJ,Aniceto Do Império
to arrive,aniceto-do-imperio,4,4489,Man,1910-1919,RJ,Aniceto Do Império
full,aniceto-do-imperio,6,743,Man,1910-1919,RJ,Aniceto Do Império
cry,aniceto-do-imperio,9,4386,Man,1910-1919,RJ,Aniceto Do Império
City,aniceto-do-imperio,2,1002,Man,1910-1919,RJ,Aniceto Do Império
eat,aniceto-do-imperio,4,4536,Man,1910-1919,RJ,Aniceto Do Império
with me,aniceto-do-imperio,1,1583,Man,1910-1919,RJ,Aniceto Do Império
how,aniceto-do-imperio,2,3838,Man,1910-1919,RJ,Aniceto Do Império
purchase,aniceto-do-imperio,2,536,Man,1910-1919,RJ,Aniceto Do Império
to meet,aniceto-do-imperio,4,878,Man,1910-1919,RJ,Aniceto Do Império
get,aniceto-do-imperio,1,767,Man,1910-1919,RJ,Aniceto Do Império
tell,aniceto-do-imperio,1,1269,Man,1910-1919,RJ,Aniceto Do Império
run,aniceto-do-imperio,1,1081,Man,1910-1919,RJ,Aniceto Do Império
take care,aniceto-do-imperio,1,514,Man,1910-1919,RJ,Aniceto Do Império
later,aniceto-do-imperio,6,1839,Man,1910-1919,RJ,Aniceto Do Império
God,aniceto-do-imperio,1,3257,Man,1910-1919,RJ,Aniceto Do Império
duty,aniceto-do-imperio,1,955,Man,1910-1919,RJ,Aniceto Do Império
day,aniceto-do-imperio,7,4842,Man,1910-1919,RJ,Aniceto Do Império
cash,aniceto-do-imperio,2,680,Man,1910-1919,RJ,Aniceto Do Império
to say,aniceto-do-imperio,17,8012,Man,1910-1919,RJ,Aniceto Do Império
candy,aniceto-do-imperio,1,690,Man,1910-1919,RJ,Aniceto Do Império
hurt,aniceto-do-imperio,1,639,Man,1910-1919,RJ,Aniceto Do Império
owner,aniceto-do-imperio,2,564,Man,1910-1919,RJ,Aniceto Do Império
to sleep,aniceto-do-imperio,1,868,Man,1910-1919,RJ,Aniceto Do Império
although,aniceto-do-imperio,3,1492,Man,1910-1919,RJ,Aniceto Do Império
meet,aniceto-do-imperio,1,2135,Man,1910-1919,RJ,Aniceto Do Império
get in,aniceto-do-imperio,1,1652,Man,1910-1919,RJ,Aniceto Do Império
speak,aniceto-do-imperio,7,2676,Man,1910-1919,RJ,Aniceto Do Império
fail,aniceto-do-imperio,1,940,Man,1910-1919,RJ,Aniceto Do Império
favor,aniceto-do-imperio,1,665,Man,1910-1919,RJ,Aniceto Do Império
end,aniceto-do-imperio,1,1834,Man,1910-1919,RJ,Aniceto Do Império
flower,aniceto-do-imperio,1,1265,Man,1910-1919,RJ,Aniceto Do Império
fire,aniceto-do-imperio,2,724,Man,1910-1919,RJ,Aniceto Do Império
to merge,aniceto-do-imperio,1,635,Man,1910-1919,RJ,Aniceto Do Império
people,aniceto-do-imperio,3,5724,Man,1910-1919,RJ,Aniceto Do Império
like,aniceto-do-imperio,1,2259,Man,1910-1919,RJ,Aniceto Do Império
big,aniceto-do-imperio,4,1626,Man,1910-1919,RJ,Aniceto Do Império
today,aniceto-do-imperio,2,2878,Man,1910-1919,RJ,Aniceto Do Império
men,aniceto-do-imperio,3,1384,Man,1910-1919,RJ,Aniceto Do Império
hour,aniceto-do-imperio,1,2096,Man,1910-1919,RJ,Aniceto Do Império
equal,aniceto-do-imperio,1,658,Man,1910-1919,RJ,Aniceto Do Império
brother,aniceto-do-imperio,1,590,Man,1910-1919,RJ,Aniceto Do Império
to play,aniceto-do-imperio,3,1562,Man,1910-1919,RJ,Aniceto Do Império
to swear,aniceto-do-imperio,3,789,Man,1910-1919,RJ,Aniceto Do Império
to remember,aniceto-do-imperio,1,1250,Man,1910-1919,RJ,Aniceto Do Império
to read,aniceto-do-imperio,1,934,Man,1910-1919,RJ,Aniceto Do Império
take along,aniceto-do-imperio,3,2918,Man,1910-1919,RJ,Aniceto Do Império
pretty,aniceto-do-imperio,3,954,Man,1910-1919,RJ,Aniceto Do Império
moon,aniceto-do-imperio,1,1323,Man,1910-1919,RJ,Aniceto Do Império
place,aniceto-do-imperio,2,1602,Man,1910-1919,RJ,Aniceto Do Império
madrugar,aniceto-do-imperio,3,674,Man,1910-1919,RJ,Aniceto Do Império
bad,aniceto-do-imperio,1,1934,Man,1910-1919,RJ,Aniceto Do Império
rascal,aniceto-do-imperio,1,604,Man,1910-1919,RJ,Aniceto Do Império
to send,aniceto-do-imperio,3,1580,Man,1910-1919,RJ,Aniceto Do Império
Mary,aniceto-do-imperio,3,1022,Man,1910-1919,RJ,Aniceto Do Império
best,aniceto-do-imperio,4,1360,Man,1910-1919,RJ,Aniceto Do Império
thousand,aniceto-do-imperio,1,621,Man,1910-1919,RJ,Aniceto Do Império
to live,aniceto-do-imperio,1,1152,Man,1910-1919,RJ,Aniceto Do Império
to die,aniceto-do-imperio,1,2666,Man,1910-1919,RJ,Aniceto Do Império
woman,aniceto-do-imperio,17,2994,Man,1910-1919,RJ,Aniceto Do Império
world,aniceto-do-imperio,2,3522,Man,1910-1919,RJ,Aniceto Do Império
mother,aniceto-do-imperio,6,789,Man,1910-1919,RJ,Aniceto Do Império
hand,aniceto-do-imperio,1,2300,Man,1910-1919,RJ,Aniceto Do Império
to fall in love,aniceto-do-imperio,1,737,Man,1910-1919,RJ,Aniceto Do Império
born,aniceto-do-imperio,2,1401,Man,1910-1919,RJ,Aniceto Do Império
deny,aniceto-do-imperio,2,1206,Man,1910-1919,RJ,Aniceto Do Império
nobody,aniceto-do-imperio,3,3085,Man,1910-1919,RJ,Aniceto Do Império
night,aniceto-do-imperio,4,2864,Man,1910-1919,RJ,Aniceto Do Império
Name,aniceto-do-imperio,3,928,Man,1910-1919,RJ,Aniceto Do Império
new,aniceto-do-imperio,2,1685,Man,1910-1919,RJ,Aniceto Do Império
Never,aniceto-do-imperio,1,2565,Man,1910-1919,RJ,Aniceto Do Império
to look,aniceto-do-imperio,5,4919,Man,1910-1919,RJ,Aniceto Do Império
other,aniceto-do-imperio,2,2805,Man,1910-1919,RJ,Aniceto Do Império
listen,aniceto-do-imperio,1,1639,Man,1910-1919,RJ,Aniceto Do Império
pay,aniceto-do-imperio,1,832,Man,1910-1919,RJ,Aniceto Do Império
pagoda,aniceto-do-imperio,1,658,Man,1910-1919,RJ,Aniceto Do Império
dad,aniceto-do-imperio,15,835,Man,1910-1919,RJ,Aniceto Do Império
word,aniceto-do-imperio,1,583,Man,1910-1919,RJ,Aniceto Do Império
leave,aniceto-do-imperio,1,1209,Man,1910-1919,RJ,Aniceto Do Império
to spend,aniceto-do-imperio,5,4368,Man,1910-1919,RJ,Aniceto Do Império
take,aniceto-do-imperio,3,1843,Man,1910-1919,RJ,Aniceto Do Império
lose,aniceto-do-imperio,4,2443,Man,1910-1919,RJ,Aniceto Do Império
near,aniceto-do-imperio,1,647,Man,1910-1919,RJ,Aniceto Do Império
to plant,aniceto-do-imperio,2,762,Man,1910-1919,RJ,Aniceto Do Império
power,aniceto-do-imperio,17,7634,Man,1910-1919,RJ,Aniceto Do Império
need,aniceto-do-imperio,1,2443,Man,1910-1919,RJ,Aniceto Do Império
black,aniceto-do-imperio,2,740,Man,1910-1919,RJ,Aniceto Do Império
Search for,aniceto-do-imperio,2,2198,Man,1910-1919,RJ,Aniceto Do Império
to test,aniceto-do-imperio,1,581,Man,1910-1919,RJ,Aniceto Do Império
foot,aniceto-do-imperio,2,1424,Man,1910-1919,RJ,Aniceto Do Império
which,aniceto-do-imperio,5,654,Man,1910-1919,RJ,Aniceto Do Império
quantum,aniceto-do-imperio,1,531,Man,1910-1919,RJ,Aniceto Do Império
reason,aniceto-do-imperio,1,1038,Man,1910-1919,RJ,Aniceto Do Império
chorus,aniceto-do-imperio,8,1021,Man,1910-1919,RJ,Aniceto Do Império
River,aniceto-do-imperio,2,758,Man,1910-1919,RJ,Aniceto Do Império
rotate,aniceto-do-imperio,1,884,Man,1910-1919,RJ,Aniceto Do Império
Rosar,aniceto-do-imperio,1,725,Man,1910-1919,RJ,Aniceto Do Império
collapse,aniceto-do-imperio,2,868,Man,1910-1919,RJ,Aniceto Do Império
samba,aniceto-do-imperio,2,1269,Man,1910-1919,RJ,Aniceto Do Império
to samba,aniceto-do-imperio,4,6306,Man,1910-1919,RJ,Aniceto Do Império
Holy,aniceto-do-imperio,1,780,Man,1910-1919,RJ,Aniceto Do Império
Mr,aniceto-do-imperio,27,1178,Man,1910-1919,RJ,Aniceto Do Império
to feel,aniceto-do-imperio,3,3125,Man,1910-1919,RJ,Aniceto Do Império
remain,aniceto-do-imperio,1,608,Man,1910-1919,RJ,Aniceto Do Império
to suffer,aniceto-do-imperio,1,2090,Man,1910-1919,RJ,Aniceto Do Império
to sweat,aniceto-do-imperio,5,3445,Man,1910-1919,RJ,Aniceto Do Império
time,aniceto-do-imperio,1,3470,Man,1910-1919,RJ,Aniceto Do Império
Earth,aniceto-do-imperio,1,1295,Man,1910-1919,RJ,Aniceto Do Império
touch,aniceto-do-imperio,2,1207,Man,1910-1919,RJ,Aniceto Do Império
to work,aniceto-do-imperio,1,743,Man,1910-1919,RJ,Aniceto Do Império
bring,aniceto-do-imperio,2,1614,Man,1910-1919,RJ,Aniceto Do Império
sadness,aniceto-do-imperio,1,1071,Man,1910-1919,RJ,Aniceto Do Império
old,aniceto-do-imperio,7,1101,Man,1910-1919,RJ,Aniceto Do Império
to see,aniceto-do-imperio,5,9632,Man,1910-1919,RJ,Aniceto Do Império
to live,aniceto-do-imperio,8,4828,Man,1910-1919,RJ,Aniceto Do Império
come back,aniceto-do-imperio,6,3429,Man,1910-1919,RJ,Aniceto Do Império
voice,aniceto-do-imperio,1,1099,Man,1910-1919,RJ,Aniceto Do Império
Water,aniceto-do-imperio,1,1388,Man,1910-1919,RJ,Aniceto Do Império
to finish,arlindo-neto,4,1832,Man,1990-1999,RJ,Arlindo Neto
happen,arlindo-neto,2,929,Man,1990-1999,RJ,Arlindo Neto
to believe,arlindo-neto,1,756,Man,1990-1999,RJ,Arlindo Neto
now,arlindo-neto,1,2881,Man,1990-1999,RJ,Arlindo Neto
happiness,arlindo-neto,3,1494,Man,1990-1999,RJ,Arlindo Neto
almo,arlindo-neto,1,613,Man,1990-1999,RJ,Arlindo Neto
high,arlindo-neto,1,649,Man,1990-1999,RJ,Arlindo Neto
in addition,arlindo-neto,2,940,Man,1990-1999,RJ,Arlindo Neto
love,arlindo-neto,2,9816,Man,1990-1999,RJ,Arlindo Neto
love,arlindo-neto,46,31458,Man,1990-1999,RJ,Arlindo Neto
walk,arlindo-neto,1,1990,Man,1990-1999,RJ,Arlindo Neto
year,arlindo-neto,1,667,Man,1990-1999,RJ,Arlindo Neto
learn,arlindo-neto,1,704,Man,1990-1999,RJ,Arlindo Neto
to knock,arlindo-neto,1,1694,Man,1990-1999,RJ,Arlindo Neto
drink,arlindo-neto,4,983,Man,1990-1999,RJ,Arlindo Neto
kiss,arlindo-neto,2,1982,Man,1990-1999,RJ,Arlindo Neto
Good,arlindo-neto,4,3691,Man,1990-1999,RJ,Arlindo Neto
White,arlindo-neto,2,706,Man,1990-1999,RJ,Arlindo Neto
Brazil,arlindo-neto,1,1094,Man,1990-1999,RJ,Arlindo Neto
Brazilian,arlindo-neto,2,549,Man,1990-1999,RJ,Arlindo Neto
fight,arlindo-neto,1,610,Man,1990-1999,RJ,Arlindo Neto
search,arlindo-neto,1,674,Man,1990-1999,RJ,Arlindo Neto
to fall,arlindo-neto,2,1544,Man,1990-1999,RJ,Arlindo Neto
weary,arlindo-neto,2,880,Man,1990-1999,RJ,Arlindo Neto
sing,arlindo-neto,3,8891,Man,1990-1999,RJ,Arlindo Neto
song,arlindo-neto,1,1030,Man,1990-1999,RJ,Arlindo Neto
Carnival,arlindo-neto,3,816,Man,1990-1999,RJ,Arlindo Neto
to arrive,arlindo-neto,5,4489,Man,1990-1999,RJ,Arlindo Neto
full,arlindo-neto,1,743,Man,1990-1999,RJ,Arlindo Neto
cry,arlindo-neto,1,4386,Man,1990-1999,RJ,Arlindo Neto
rain,arlindo-neto,1,635,Man,1990-1999,RJ,Arlindo Neto
floor,arlindo-neto,1,1037,Man,1990-1999,RJ,Arlindo Neto
eat,arlindo-neto,3,4536,Man,1990-1999,RJ,Arlindo Neto
with me,arlindo-neto,1,1583,Man,1990-1999,RJ,Arlindo Neto
how,arlindo-neto,2,3838,Man,1990-1999,RJ,Arlindo Neto
purchase,arlindo-neto,1,536,Man,1990-1999,RJ,Arlindo Neto
to meet,arlindo-neto,1,878,Man,1990-1999,RJ,Arlindo Neto
heart,arlindo-neto,9,6266,Man,1990-1999,RJ,Arlindo Neto
body,arlindo-neto,1,1523,Man,1990-1999,RJ,Arlindo Neto
Wish,arlindo-neto,1,1051,Man,1990-1999,RJ,Arlindo Neto
earmark,arlindo-neto,1,562,Man,1990-1999,RJ,Arlindo Neto
God,arlindo-neto,2,3257,Man,1990-1999,RJ,Arlindo Neto
to say,arlindo-neto,4,8012,Man,1990-1999,RJ,Arlindo Neto
candy,arlindo-neto,1,690,Man,1990-1999,RJ,Arlindo Neto
owner,arlindo-neto,1,564,Man,1990-1999,RJ,Arlindo Neto
ache,arlindo-neto,5,2290,Man,1990-1999,RJ,Arlindo Neto
emotion,arlindo-neto,3,671,Man,1990-1999,RJ,Arlindo Neto
delight,arlindo-neto,2,514,Man,1990-1999,RJ,Arlindo Neto
meet,arlindo-neto,1,2135,Man,1990-1999,RJ,Arlindo Neto
understand,arlindo-neto,8,970,Man,1990-1999,RJ,Arlindo Neto
get in,arlindo-neto,4,1652,Man,1990-1999,RJ,Arlindo Neto
